alpha,eta,rho,T,theta_lr,theta_inner_steps,theta_mode,theta_lambda,D_theta,theta_optimizer,theta_start_mode,theta_include_beta_cov,beta_update,policy_optimizer,policy_gradient,reinforce_samples,state_weight_update,intended_prob,dataset_path,num_trajectories,max_steps,seed,device,status,error,elapsed_seconds,solver_success_rate,solver_avg_return,solver_v_x0,solver_v_gap,greedy_success_rate,greedy_avg_return,greedy_v_x0,greedy_v_gap,final_total_loss,final_policy_objective,final_beta_objective,final_q_objective,final_theta_norm,final_policy_grad_norm,final_beta_grad_norm,final_theta_grad_norm,run_idx
0.0005,3e-05,0.1,10000,0.003,10,reg_fixed,1e-07,,adam,warm,False,fogas_full,adam,exact,4,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/10grid_tabular_new.csv,100,50,42,cuda:6,ok,,78.38062260400329,0.9,-0.9843671254351041,-1.0329436129188936,0.3649866232377904,1.0,-0.82274123760695,-0.8227412376069501,0.0,5.402640861496527,-121.70447456495963,11.827634621428231,5.685639612556455,1288.3573044686673,0.7657502887712441,1.132325561268442,0.025639487435785622,123
0.0005,0.0001,0.1,10000,0.003,20,projection,,100.0,adam,warm,False,fogas_full,adam,exact,4,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/10grid_tabular_new.csv,100,50,42,cuda:2,ok,,153.99877818899404,0.9,-0.9858857766284196,-0.990178543219407,0.1519430396454593,1.0,-0.82274123760695,-0.8227412376069501,0.0,-0.44016932894035965,-4.88094716778331,0.5991449601050642,-0.3800539410124121,99.99999999999999,0.035024744211667215,0.15867515330706808,0.013540008895286518,1587
0.0005,3e-05,1.0,20000,0.03,10,projection,,100.0,adam,warm,False,fogas_full,adam,exact,4,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/10grid_tabular_new.csv,100,50,42,cuda:6,ok,,157.99033327899815,0.89,-0.9538451707529884,-0.9985427756134534,0.15246742992932355,1.0,-0.82274123760695,-0.8227412376069501,0.0,-0.8546213088700516,-3.1271036608488187,0.30444661289959246,-0.8274436851071435,100.00000000000001,0.02904813703955854,0.24641651603331974,0.03478134590248291,1019
0.0005,3e-05,0.5,20000,0.03,10,projection,,100.0,adam,warm,False,fogas_full,adam,exact,4,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/10grid_tabular_new.csv,100,50,42,cuda:6,ok,,165.01931143900583,0.89,-0.9550881448944374,-0.9979851526526178,0.15456528199741582,1.0,-0.82274123760695,-0.8227412376069501,0.0,-0.7627936378608903,-3.4412992139660146,0.32136197977126424,-0.7315408064736503,100.00000000000001,0.012266577976940854,0.21213147914198813,0.032566998520291685,659
0.0005,3e-05,0.1,20000,0.03,10,projection,,100.0,adam,warm,False,fogas_full,adam,exact,4,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/10grid_tabular_new.csv,100,50,42,cuda:6,ok,,160.04688309700578,0.89,-0.956251242477366,-0.9979498321265924,0.1579884420301224,1.0,-0.82274123760695,-0.8227412376069501,0.0,-0.6621677300712439,-3.118369943787034,0.32121269287684756,-0.6273369466742771,100.0,0.0327888900966413,0.2578790316736234,0.031107058591393805,298
0.0005,3e-05,0.5,20000,0.03,20,projection,,100.0,adam,warm,False,fogas_full,adam,exact,4,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/10grid_tabular_new.csv,100,50,42,cuda:2,ok,,291.899769528005,0.89,-0.9576149813956668,-0.9994759411868032,0.16238111712075404,1.0,-0.82274123760695,-0.8227412376069501,0.0,-0.6090850528015,-2.8342452009047774,0.24222116209850286,-0.5780837211596812,100.0,0.011520612814801557,0.12866655282982375,0.033463214949364314,675
0.0005,3e-05,1.0,10000,0.003,20,reg_fixed,1e-08,,adam,warm,False,fogas_full,adam,exact,4,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/10grid_tabular_new.csv,100,50,42,cuda:1,ok,,133.7327567570028,0.89,-0.9680983801494583,-0.9721008620860575,0.24304828567947917,1.0,-0.82274123760695,-0.8227412376069501,0.0,4.345923111311279,-93.33519160576896,7.664530204090167,4.570782758249316,1659.6829645443038,1.2767317166343486,1.46972660009615,0.03145782535972296,854
0.0005,3e-05,2.0,10000,0.003,20,projection,,1000.0,adam,warm,False,fogas_full,adam,exact,4,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/10grid_tabular_new.csv,100,50,42,cuda:3,ok,,140.724123581007,0.89,-0.9755496147377706,-0.990364879170274,0.25870987101805737,1.0,-0.82274123760695,-0.8227412376069501,0.0,-0.04089164924501176,-19.936350538888725,2.54693227586891,0.06309400456360338,1000.0000000000001,0.6959953793788755,1.140320077114165,0.010161385122413755,1225
0.0005,3e-05,0.5,10000,0.003,20,reg_fixed,1e-09,,adam,warm,False,fogas_full,adam,exact,4,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/10grid_tabular_new.csv,100,50,42,cuda:0,ok,,127.13528238599974,0.89,-0.9852237686987134,-0.9803513027958218,0.26507457808450735,1.0,-0.82274123760695,-0.8227412376069501,0.0,3.807598394571495,-94.34870291176793,6.094409212968796,4.034892236202096,1945.2643015334943,1.4493793957032992,1.1138975706425958,0.028596832127844342,493
0.0005,3e-05,1.0,10000,0.003,10,reg_fixed,1e-07,,adam,warm,False,fogas_full,adam,exact,4,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/10grid_tabular_new.csv,100,50,42,cuda:6,ok,,77.58105455699842,0.89,-1.009237526145855,-1.0128389321886935,0.30799244363835043,1.0,-0.82274123760695,-0.8227412376069501,0.0,4.6086260871784015,-112.51073726416703,12.040295009190414,4.873942936227262,1290.0018775745316,0.33893455302411896,1.0980435828170432,0.023300882901796452,843
