Dataset Size,Epsilon,Proportions,Init Mode,Coverage Ratio,Log Coverage,Task Success,On-Data Quality,Optimal States Quality,Final Reward
12000,0.7,80% Eps-Greedy / 20% Random,Random,67.2387703649291,1.827619762640589,-1.3071185698701753,1.0803947600971457,0.21305727344496425,0.1307118569870175
16000,0.7,80% Eps-Greedy / 20% Random,Random,67.1780474384483,1.8272273767156644,-1.356188743946455,1.0756907303690313,0.20904971898635938,0.13561887439464548
20000,0.7,80% Eps-Greedy / 20% Random,Random,67.16132942909499,1.8271192842201158,-1.2662985998521,1.0459821605466983,0.2121306941932752,0.12662985998520995
24000,0.7,80% Eps-Greedy / 20% Random,Random,67.13031713672899,1.8269186988817188,-1.265725968256268,1.0210070509419,0.20821212157529256,0.12657259682562677
8000,0.3,70% Eps-Greedy / 30% Random,Random,66.52212075442338,1.8229660862669936,-1.3955972405391592,1.041830766995985,0.18162584755056707,0.1395597240539159
12000,0.3,70% Eps-Greedy / 30% Random,Random,66.48428925542476,1.8227190303288763,-1.2895182920597978,1.0285422934507986,0.19707726458010827,0.12895182920597975
16000,0.3,70% Eps-Greedy / 30% Random,Random,66.60235835423302,1.823489607580151,-1.4013979732358346,1.0199679784158786,0.18053611780936374,0.14013979732358342
20000,0.3,70% Eps-Greedy / 30% Random,Random,66.46892531566695,1.8226186570613574,-1.4048832531791622,1.0438221974511517,0.19024013342423374,0.1404883253179162
24000,0.3,70% Eps-Greedy / 30% Random,Random,66.56049168290733,1.8232165214314777,-1.4287114260681657,1.0099064619093117,0.1787399033858577,0.14287114260681655
8000,0.4,70% Eps-Greedy / 30% Random,Random,66.70151070252163,1.824135670233477,-1.734542601549866,2.288737010255932,0.1929539302665367,0.17345426015498655
12000,0.4,70% Eps-Greedy / 30% Random,Random,66.60140378929836,1.8234833830970423,-1.4468891154536725,1.0641471025745253,0.18923715417940154,0.14468891154536723
16000,0.4,70% Eps-Greedy / 30% Random,Random,66.68420574879966,1.824022982816066,-1.3912798144493443,1.0263495554654447,0.18747758872463094,0.1391279814449344
20000,0.4,70% Eps-Greedy / 30% Random,Random,66.60205307962013,1.8234876169692034,-1.355905155484769,1.0095413490941398,0.18368553761939346,0.13559051554847687
24000,0.4,70% Eps-Greedy / 30% Random,Random,66.64635515498628,1.823776403121807,-1.4596945026117265,1.0739244980527627,0.18556882894335353,0.1459694502611726
8000,0.5,70% Eps-Greedy / 30% Random,Random,66.66332457734681,1.823886968634332,-1.1641950916455674,0.9713130169391562,0.19879799367484732,0.11641950916455672
12000,0.5,70% Eps-Greedy / 30% Random,Random,66.82440884065315,1.8249351254775406,-1.2565738436764844,0.940273642820854,0.2005985683054208,0.12565738436764842
16000,0.5,70% Eps-Greedy / 30% Random,Random,66.70158307315808,1.8241361414394612,-1.2689066190539842,1.0162335375825469,0.19430901603966547,0.12689066190539838
20000,0.5,70% Eps-Greedy / 30% Random,Random,66.6978995909598,1.8241121575984245,-1.3213589948071927,1.0372608461657131,0.19193205296229937,0.13213589948071924
24000,0.5,70% Eps-Greedy / 30% Random,Random,66.66407399013467,1.8238918508392192,-1.1592139620283062,0.9282625440484256,0.19810672154297304,0.1159213962028306
8000,0.6,70% Eps-Greedy / 30% Random,Random,66.91175825364789,1.825502442072292,-1.5430194004298876,1.2588313411085559,0.2202638975225772,0.15430194004298872
12000,0.6,70% Eps-Greedy / 30% Random,Random,66.84069628400458,1.8250409653195883,-1.3676706283732438,1.082481941347165,0.2033322679510039,0.13676706283732434
16000,0.6,70% Eps-Greedy / 30% Random,Random,67.01391652654051,1.8261650003588337,-1.2824918871786974,1.0193496024823276,0.20107194501957648,0.12824918871786972
20000,0.6,70% Eps-Greedy / 30% Random,Random,67.09119534898947,1.8266655296735352,-1.4045692198700241,1.06272880217007,0.198235172971422,0.14045692198700238
24000,0.6,70% Eps-Greedy / 30% Random,Random,66.8490086177054,1.8250949709839035,-1.2538440549531045,1.0415530132277735,0.2021216682541458,0.1253844054953104
8000,0.7,70% Eps-Greedy / 30% Random,Random,67.6022247987467,1.829960988869442,-1.431654654507485,1.113197666439049,0.22946123454545742,0.14316546545074849
12000,0.7,70% Eps-Greedy / 30% Random,Random,67.51610514746616,1.8294073808665303,-1.4603872927895012,1.0646073433409704,0.20754854442817955,0.1460387292789501
16000,0.7,70% Eps-Greedy / 30% Random,Random,67.48708255450259,1.8292206541323943,-1.5552368924180557,1.1328701152855618,0.2099131780479201,0.15552368924180554
20000,0.7,70% Eps-Greedy / 30% Random,Random,67.54301404122037,1.8295804367001003,-1.537182747444276,1.1276366397325452,0.21209109681467425,0.15371827474442756
24000,0.7,70% Eps-Greedy / 30% Random,Random,67.40229501590552,1.8286746843064572,-1.3598459835424856,1.049157756909314,0.20871667470890098,0.13598459835424853
