feature_type,reset_name,reset_probs,policy_fraction,random_fraction,epsilon,n_transitions,mean_steps,successes,solver_alpha,solver_eta,solver_rho,solver_T,solver_beta,dataset_rows,status,error
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.2,0.8,0.4,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.2,0.8,0.4,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.2,0.8,0.4,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.2,0.8,0.4,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.2,0.8,0.6,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.2,0.8,0.6,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.2,0.8,0.6,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.2,0.8,0.6,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.2,0.8,0.6,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.2,0.8,0.8,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.2,0.8,0.8,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.2,0.8,0.8,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.2,0.8,0.8,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.2,0.8,0.8,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.2,0.8,1.0,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.2,0.8,1.0,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.2,0.8,1.0,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.2,0.8,1.0,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.2,0.8,1.0,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.0,1.0,0.0,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.0,1.0,0.0,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.0,1.0,0.0,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.0,1.0,0.0,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.0,1.0,0.0,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.0,1.0,0.2,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.0,1.0,0.2,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.0,1.0,0.2,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.0,1.0,0.2,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.0,1.0,0.2,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.0,1.0,0.4,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.0,1.0,0.4,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.0,1.0,0.4,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.0,1.0,0.4,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.0,1.0,0.4,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.0,1.0,0.6,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.0,1.0,0.6,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.0,1.0,0.6,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.0,1.0,0.6,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.0,1.0,0.6,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.0,1.0,0.8,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.0,1.0,0.8,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.0,1.0,0.8,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.0,1.0,0.8,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.0,1.0,0.8,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.0,1.0,1.0,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.0,1.0,1.0,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.0,1.0,1.0,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.0,1.0,1.0,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.0,1.0,1.0,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",1.0,0.0,0.0,10000,153.1,7,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",1.0,0.0,0.0,20000,161.1,6,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",1.0,0.0,0.0,30000,168.9,5,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",1.0,0.0,0.0,40000,176.2,4,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",1.0,0.0,0.0,50000,179.8,3,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",1.0,0.0,0.2,10000,179.8,3,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",1.0,0.0,0.2,20000,184.4,3,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",1.0,0.0,0.2,30000,180.7,3,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",1.0,0.0,0.2,40000,184.5,3,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",1.0,0.0,0.2,50000,184.5,3,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",1.0,0.0,0.4,10000,176.8,4,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",1.0,0.0,0.4,20000,176.8,4,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",1.0,0.0,0.4,30000,157.2,9,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",1.0,0.0,0.4,40000,172.5,5,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",1.0,0.0,0.4,50000,172.5,5,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",1.0,0.0,0.6,10000,193.6,3,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",1.0,0.0,0.6,20000,156.9,9,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",1.0,0.0,0.6,30000,161.4,9,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",1.0,0.0,0.6,40000,161.8,9,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",1.0,0.0,0.6,50000,161.5,9,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",1.0,0.0,0.8,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",1.0,0.0,0.8,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",1.0,0.0,0.8,30000,195.3,1,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",1.0,0.0,0.8,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",1.0,0.0,0.8,50000,194.9,1,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",1.0,0.0,1.0,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",1.0,0.0,1.0,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",1.0,0.0,1.0,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",1.0,0.0,1.0,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",1.0,0.0,1.0,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.8,0.2,0.0,10000,169.0,4,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.8,0.2,0.0,20000,150.3,8,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.8,0.2,0.0,30000,154.5,8,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.8,0.2,0.0,40000,166.3,5,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.8,0.2,0.0,50000,145.2,10,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.8,0.2,0.2,10000,160.6,7,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.8,0.2,0.2,20000,168.5,6,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.8,0.2,0.2,30000,172.7,5,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.8,0.2,0.2,40000,173.2,5,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.8,0.2,0.2,50000,177.3,4,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.8,0.2,0.4,10000,181.7,3,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.8,0.2,0.4,20000,188.7,3,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.8,0.2,0.4,30000,166.2,8,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.8,0.2,0.4,40000,163.4,8,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.8,0.2,0.4,50000,166.8,7,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.8,0.2,0.6,10000,194.3,2,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.8,0.2,0.6,20000,194.1,4,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.8,0.2,0.6,30000,166.0,8,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.8,0.2,0.6,40000,159.7,8,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.8,0.2,0.6,50000,167.8,5,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.8,0.2,0.8,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.8,0.2,0.8,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.8,0.2,0.8,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.8,0.2,0.8,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.8,0.2,0.8,50000,193.8,7,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.8,0.2,1.0,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.8,0.2,1.0,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.8,0.2,1.0,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.8,0.2,1.0,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.8,0.2,1.0,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.6,0.4,0.0,10000,174.1,6,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.6,0.4,0.0,20000,176.5,6,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.6,0.4,0.0,30000,184.7,2,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.6,0.4,0.0,40000,183.4,3,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.6,0.4,0.0,50000,184.7,2,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.6,0.4,0.2,10000,183.1,5,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.6,0.4,0.2,20000,184.2,5,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.6,0.4,0.2,30000,185.5,4,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.6,0.4,0.2,40000,184.4,2,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.6,0.4,0.2,50000,184.4,2,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.6,0.4,0.4,10000,185.0,6,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.6,0.4,0.4,20000,172.6,6,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.6,0.4,0.4,30000,176.6,5,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.6,0.4,0.4,40000,176.6,5,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.6,0.4,0.4,50000,186.1,3,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.6,0.4,0.6,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.6,0.4,0.6,20000,188.8,5,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.6,0.4,0.6,30000,180.1,7,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.6,0.4,0.6,40000,198.8,1,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.6,0.4,0.6,50000,199.2,1,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.6,0.4,0.8,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.6,0.4,0.8,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.6,0.4,0.8,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.6,0.4,0.8,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.6,0.4,0.8,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.6,0.4,1.0,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.6,0.4,1.0,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.6,0.4,1.0,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.6,0.4,1.0,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.6,0.4,1.0,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.4,0.6,0.0,10000,196.2,1,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.4,0.6,0.0,20000,197.2,2,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.4,0.6,0.0,30000,186.2,6,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.4,0.6,0.0,40000,194.4,4,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.4,0.6,0.0,50000,192.1,1,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.4,0.6,0.2,10000,181.3,7,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.4,0.6,0.2,20000,184.1,2,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.4,0.6,0.2,30000,166.8,7,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.4,0.6,0.2,40000,170.9,6,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.4,0.6,0.2,50000,170.6,7,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.4,0.6,0.4,10000,165.8,8,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.4,0.6,0.4,20000,160.4,8,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.4,0.6,0.4,30000,181.0,3,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.4,0.6,0.4,40000,160.4,8,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.4,0.6,0.4,50000,190.9,6,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.4,0.6,0.6,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.4,0.6,0.6,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.4,0.6,0.6,30000,173.7,7,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.4,0.6,0.6,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
