Dataset Size,Epsilon,Proportions,Init Mode,Extra Steps,Coverage Ratio,Convergence,Final Reward,V Optimal Gap,Q Optimal Gap
8000,0.3,40% Eps-Greedy / 60% Random,80/20,0.0,65.82160445446567,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
12000,0.3,40% Eps-Greedy / 60% Random,80/20,0.0,65.9568225863481,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
16000,0.3,40% Eps-Greedy / 60% Random,80/20,0.0,66.13911919640634,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.3,40% Eps-Greedy / 60% Random,80/20,0.0,65.96587473951578,0,-0.1,0.1949846386323551,0.09749231931617752
4000,0.5,40% Eps-Greedy / 60% Random,80/20,0.0,66.27581563109688,0,-0.1,0.3899692772647103,0.2924769579485327
8000,0.5,40% Eps-Greedy / 60% Random,80/20,0.0,66.53754051803918,0,-0.1,0.3899692772647103,0.2924769579485327
12000,0.5,40% Eps-Greedy / 60% Random,80/20,0.0,66.23421255824881,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
16000,0.5,40% Eps-Greedy / 60% Random,80/20,0.0,66.21844535158873,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.5,40% Eps-Greedy / 60% Random,80/20,0.0,66.10611764448076,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.7,40% Eps-Greedy / 60% Random,80/20,0.0,67.70228907042673,0,-0.1,0.1949846386323551,0.09749231931617752
8000,0.7,40% Eps-Greedy / 60% Random,80/20,0.0,67.5775613894438,0,-0.1,0.1949846386323551,0.09749231931617752
12000,0.7,40% Eps-Greedy / 60% Random,80/20,0.0,67.32174183913324,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
16000,0.7,40% Eps-Greedy / 60% Random,80/20,0.0,67.42362113050184,0,-0.1,0.1949846386323551,0.09749231931617752
20000,0.7,40% Eps-Greedy / 60% Random,80/20,0.0,67.19479597471754,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.9,40% Eps-Greedy / 60% Random,80/20,0.0,73.27158364734865,0,-0.1,2.2423233442720845,2.1448310249559066
8000,0.9,40% Eps-Greedy / 60% Random,80/20,0.0,78.66767287189123,0,-0.1,2.047338705639729,1.9498463863235513
12000,0.9,40% Eps-Greedy / 60% Random,80/20,0.0,84.53056892707338,0,-0.10000000000000002,1.5598771090588417,1.4623847897426638
16000,0.9,40% Eps-Greedy / 60% Random,80/20,0.0,76.00987494436716,0,-0.1,0.48746159658088783,0.3899692772647103
20000,0.9,40% Eps-Greedy / 60% Random,80/20,0.0,73.22137242510735,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.1,20% Eps-Greedy / 80% Random,80/20,0.0,66.74079982997795,0,-0.1,2.2423233442720845,2.1448310249559066
8000,0.1,20% Eps-Greedy / 80% Random,80/20,0.0,66.84378927453422,0,-0.1,0.1949846386323551,0.09749231931617752
12000,0.1,20% Eps-Greedy / 80% Random,80/20,0.0,67.02476553601494,0,-0.1,0.09749231931617751,-3.7364323621336136e-17
16000,0.1,20% Eps-Greedy / 80% Random,80/20,0.0,66.61542101393664,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.1,20% Eps-Greedy / 80% Random,80/20,0.0,66.91528908066073,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.3,20% Eps-Greedy / 80% Random,80/20,0.0,66.99279166176235,0,-0.25376719208410004,0.4733032563045761,0.22204374490429848
8000,0.3,20% Eps-Greedy / 80% Random,80/20,0.0,67.66483279864013,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
12000,0.3,20% Eps-Greedy / 80% Random,80/20,0.0,67.0694312927948,0,-0.1,0.09749231931617751,-3.7364323621336136e-17
16000,0.3,20% Eps-Greedy / 80% Random,80/20,0.0,67.47601654340623,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.3,20% Eps-Greedy / 80% Random,80/20,0.0,66.9095192347563,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.5,20% Eps-Greedy / 80% Random,80/20,0.0,67.6170456022601,0,-0.1,1.2674001511103086,1.169907831794131
8000,0.5,20% Eps-Greedy / 80% Random,80/20,0.0,67.81040955472162,0,-0.1,0.1949846386323551,0.09749231931617752
12000,0.5,20% Eps-Greedy / 80% Random,80/20,0.0,67.47677911396129,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
16000,0.5,20% Eps-Greedy / 80% Random,80/20,0.0,67.60972232566078,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.5,20% Eps-Greedy / 80% Random,80/20,0.0,67.62213182815476,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.7,20% Eps-Greedy / 80% Random,80/20,0.0,68.7374530003913,0,-0.1,1.5598771090588417,1.4623847897426634
8000,0.7,20% Eps-Greedy / 80% Random,80/20,0.0,68.54385996682811,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
12000,0.7,20% Eps-Greedy / 80% Random,80/20,0.0,69.3488736926373,0,-0.1,3.022261898801505,2.9247695794853277
16000,0.7,20% Eps-Greedy / 80% Random,80/20,0.0,69.09347684955725,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.7,20% Eps-Greedy / 80% Random,80/20,0.0,68.83301959086037,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.9,20% Eps-Greedy / 80% Random,80/20,0.0,82.29170947657786,0,-0.1,3.1295034500493006,3.032011130733123
8000,0.9,20% Eps-Greedy / 80% Random,80/20,0.0,86.22140034239624,0,-0.1,1.5598771090588417,1.4623847897426634
12000,0.9,20% Eps-Greedy / 80% Random,80/20,0.0,77.7458292673714,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
16000,0.9,20% Eps-Greedy / 80% Random,80/20,0.0,74.4535320915873,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.9,20% Eps-Greedy / 80% Random,80/20,0.0,75.22925237884581,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.1,0% Eps-Greedy / 100% Random,80/20,0.0,81.73270971724611,0,-0.1,3.207497305502242,3.110004986186065
8000,0.1,0% Eps-Greedy / 100% Random,80/20,0.0,81.29643587350311,0,-0.10000000000000002,1.5598771090588417,1.4623847897426638
12000,0.1,0% Eps-Greedy / 100% Random,80/20,0.0,77.63652666701269,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
16000,0.1,0% Eps-Greedy / 100% Random,80/20,0.0,82.00440611066243,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.1,0% Eps-Greedy / 100% Random,80/20,0.0,75.36018288533023,1,-0.09025076806838227,2.983264971075034,2.895521883690474
4000,0.3,0% Eps-Greedy / 100% Random,80/20,0.0,94.53023769221794,0,-0.10000000000000002,1.657369428375019,1.5598771090588415
8000,0.3,0% Eps-Greedy / 100% Random,80/20,0.0,81.71153583597356,0,-0.1,1.5598771090588417,1.4623847897426634
12000,0.3,0% Eps-Greedy / 100% Random,80/20,0.0,76.30750739283077,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
16000,0.3,0% Eps-Greedy / 100% Random,80/20,0.0,76.32145328784901,1,-0.09025076806838227,2.983264971075034,2.895521883690474
20000,0.3,0% Eps-Greedy / 100% Random,80/20,0.0,80.64120559846712,1,-0.09025076806838227,2.983264971075034,2.895521883690474
4000,0.5,0% Eps-Greedy / 100% Random,80/20,0.0,86.10712414623912,0,-0.1,3.207497305502242,3.1100049861860644
8000,0.5,0% Eps-Greedy / 100% Random,80/20,0.0,81.44029542937133,0,-0.10000000000000002,1.657369428375019,1.5598771090588415
12000,0.5,0% Eps-Greedy / 100% Random,80/20,0.0,80.08413743246616,1,-0.09025076806838227,2.983264971075034,2.895521883690474
16000,0.5,0% Eps-Greedy / 100% Random,80/20,0.0,80.16986886625494,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.5,0% Eps-Greedy / 100% Random,80/20,0.0,78.55141919376686,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.7,0% Eps-Greedy / 100% Random,80/20,0.0,86.56105490074961,0,-0.1,3.139252681980919,3.041760362664741
8000,0.7,0% Eps-Greedy / 100% Random,80/20,0.0,78.8246953322218,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
12000,0.7,0% Eps-Greedy / 100% Random,80/20,0.0,81.61078643501573,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
16000,0.7,0% Eps-Greedy / 100% Random,80/20,0.0,76.89620433694539,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.7,0% Eps-Greedy / 100% Random,80/20,0.0,79.26094990648012,1,-0.09025076806838227,2.983264971075034,2.895521883690474
4000,0.9,0% Eps-Greedy / 100% Random,80/20,0.0,86.8364165837413,0,-0.10000000000000002,2.2423233442720845,2.1448310249559066
8000,0.9,0% Eps-Greedy / 100% Random,80/20,0.0,76.58870432975029,0,-0.1,2.047338705639729,1.9498463863235513
12000,0.9,0% Eps-Greedy / 100% Random,80/20,0.0,81.5430152847073,1,-0.09025076806838227,2.983264971075034,2.895521883690474
16000,0.9,0% Eps-Greedy / 100% Random,80/20,0.0,81.19487213853363,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.9,0% Eps-Greedy / 100% Random,80/20,0.0,78.26933362053539,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.1,100% Eps-Greedy,80/20,1.0,1.6597258987639596,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
8000,0.1,100% Eps-Greedy,80/20,1.0,1.6494301621178546,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
12000,0.1,100% Eps-Greedy,80/20,1.0,1.6673542575203806,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
16000,0.1,100% Eps-Greedy,80/20,1.0,1.6580617029162399,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.1,100% Eps-Greedy,80/20,1.0,1.67681665583855,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.3,100% Eps-Greedy,80/20,1.0,1.9457906441013773,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
8000,0.3,100% Eps-Greedy,80/20,1.0,2.0039185105419555,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
12000,0.3,100% Eps-Greedy,80/20,1.0,2.0004119506265887,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
16000,0.3,100% Eps-Greedy,80/20,1.0,1.9575605849510178,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.3,100% Eps-Greedy,80/20,1.0,2.004645803525437,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.5,100% Eps-Greedy,80/20,1.0,2.6234262228534053,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
8000,0.5,100% Eps-Greedy,80/20,1.0,2.973327383259392,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
12000,0.5,100% Eps-Greedy,80/20,1.0,2.8002323314024316,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
16000,0.5,100% Eps-Greedy,80/20,1.0,2.9489380035232164,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.5,100% Eps-Greedy,80/20,1.0,2.9588202308136347,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.7,100% Eps-Greedy,80/20,1.0,9.982875748764224,0,-0.1,2.2423233442720845,2.1448310249559066
8000,0.7,100% Eps-Greedy,80/20,1.0,8.124709521011702,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
12000,0.7,100% Eps-Greedy,80/20,1.0,8.667099111195574,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
16000,0.7,100% Eps-Greedy,80/20,1.0,8.819004667073113,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.7,100% Eps-Greedy,80/20,1.0,7.623259820312229,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.9,100% Eps-Greedy,80/20,1.0,71.77027821245112,0,-0.1,2.2423233442720845,2.1448310249559066
8000,0.9,100% Eps-Greedy,80/20,1.0,19.572817651176933,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
12000,0.9,100% Eps-Greedy,80/20,1.0,43.98310141820017,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
16000,0.9,100% Eps-Greedy,80/20,1.0,27.318561182419906,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.9,100% Eps-Greedy,80/20,1.0,31.06153504258208,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.1,80% Eps-Greedy / 20% Random,80/20,1.0,1.8829894877028028,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
8000,0.1,80% Eps-Greedy / 20% Random,80/20,1.0,1.9179191651748777,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
12000,0.1,80% Eps-Greedy / 20% Random,80/20,1.0,1.8726321760991476,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
16000,0.1,80% Eps-Greedy / 20% Random,80/20,1.0,1.8799006836940766,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.1,80% Eps-Greedy / 20% Random,80/20,1.0,1.8860232941992765,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.3,80% Eps-Greedy / 20% Random,80/20,1.0,2.274870019656721,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
8000,0.3,80% Eps-Greedy / 20% Random,80/20,1.0,2.2995520663720646,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
12000,0.3,80% Eps-Greedy / 20% Random,80/20,1.0,2.1812881584625194,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
16000,0.3,80% Eps-Greedy / 20% Random,80/20,1.0,2.319227548723942,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.3,80% Eps-Greedy / 20% Random,80/20,1.0,2.223621978421953,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.5,80% Eps-Greedy / 20% Random,80/20,1.0,3.8202761616376972,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
8000,0.5,80% Eps-Greedy / 20% Random,80/20,1.0,3.5497070682736456,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
12000,0.5,80% Eps-Greedy / 20% Random,80/20,1.0,3.5402504496240095,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
16000,0.5,80% Eps-Greedy / 20% Random,80/20,1.0,3.508054388527805,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.5,80% Eps-Greedy / 20% Random,80/20,1.0,3.5891405476355915,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.7,80% Eps-Greedy / 20% Random,80/20,1.0,9.821211374201216,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
8000,0.7,80% Eps-Greedy / 20% Random,80/20,1.0,13.228520658793261,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
12000,0.7,80% Eps-Greedy / 20% Random,80/20,1.0,9.900601391590351,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
16000,0.7,80% Eps-Greedy / 20% Random,80/20,1.0,12.06223330686865,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.7,80% Eps-Greedy / 20% Random,80/20,1.0,8.702714938662721,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.9,80% Eps-Greedy / 20% Random,80/20,1.0,17.595203700498157,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
8000,0.9,80% Eps-Greedy / 20% Random,80/20,1.0,52.43754406430354,0,-0.1,1.852354067007374,1.7548617476911963
12000,0.9,80% Eps-Greedy / 20% Random,80/20,1.0,32.432114282631126,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
16000,0.9,80% Eps-Greedy / 20% Random,80/20,1.0,25.92209443872223,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.9,80% Eps-Greedy / 20% Random,80/20,1.0,32.36882174288519,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.1,60% Eps-Greedy / 40% Random,80/20,1.0,2.1690245153117282,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
8000,0.1,60% Eps-Greedy / 40% Random,80/20,1.0,2.187801948841007,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
12000,0.1,60% Eps-Greedy / 40% Random,80/20,1.0,2.189764904977414,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
16000,0.1,60% Eps-Greedy / 40% Random,80/20,1.0,2.2815782921223264,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.1,60% Eps-Greedy / 40% Random,80/20,1.0,2.2360369005071834,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.3,60% Eps-Greedy / 40% Random,80/20,1.0,2.3504760654288166,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
8000,0.3,60% Eps-Greedy / 40% Random,80/20,1.0,2.5680775105703493,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
12000,0.3,60% Eps-Greedy / 40% Random,80/20,1.0,2.6003152968580916,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
16000,0.3,60% Eps-Greedy / 40% Random,80/20,1.0,2.574895224603196,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.3,60% Eps-Greedy / 40% Random,80/20,1.0,2.6593413789408964,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.5,60% Eps-Greedy / 40% Random,80/20,1.0,4.864331604099723,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
8000,0.5,60% Eps-Greedy / 40% Random,80/20,1.0,4.140873519987892,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
12000,0.5,60% Eps-Greedy / 40% Random,80/20,1.0,3.6688370994847914,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
16000,0.5,60% Eps-Greedy / 40% Random,80/20,1.0,4.128677387429154,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.5,60% Eps-Greedy / 40% Random,80/20,1.0,4.210525911299661,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.7,60% Eps-Greedy / 40% Random,80/20,1.0,67.61872254238227,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
8000,0.7,60% Eps-Greedy / 40% Random,80/20,1.0,13.91079737209442,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
12000,0.7,60% Eps-Greedy / 40% Random,80/20,1.0,13.903736229768146,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
16000,0.7,60% Eps-Greedy / 40% Random,80/20,1.0,11.28810650417545,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.7,60% Eps-Greedy / 40% Random,80/20,1.0,17.533509831535046,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.9,60% Eps-Greedy / 40% Random,80/20,1.0,76.19725142502027,0,-0.1,2.2423233442720845,2.1448310249559066
8000,0.9,60% Eps-Greedy / 40% Random,80/20,1.0,41.11290332866998,0,-0.1,2.2423233442720845,2.1448310249559066
12000,0.9,60% Eps-Greedy / 40% Random,80/20,1.0,21.31345137375235,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
16000,0.9,60% Eps-Greedy / 40% Random,80/20,1.0,37.97733392249611,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.9,60% Eps-Greedy / 40% Random,80/20,1.0,35.74284299007704,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.1,40% Eps-Greedy / 60% Random,80/20,1.0,2.758990359295528,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
8000,0.1,40% Eps-Greedy / 60% Random,80/20,1.0,2.962948740379628,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
12000,0.1,40% Eps-Greedy / 60% Random,80/20,1.0,2.8385328358469093,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
16000,0.1,40% Eps-Greedy / 60% Random,80/20,1.0,2.9443587139060887,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.1,40% Eps-Greedy / 60% Random,80/20,1.0,2.870608603507482,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.3,40% Eps-Greedy / 60% Random,80/20,1.0,3.781238695731279,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
8000,0.3,40% Eps-Greedy / 60% Random,80/20,1.0,3.5939418121053324,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
12000,0.3,40% Eps-Greedy / 60% Random,80/20,1.0,3.627162020005295,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
16000,0.3,40% Eps-Greedy / 60% Random,80/20,1.0,3.6244399362264605,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.3,40% Eps-Greedy / 60% Random,80/20,1.0,3.4503305608577994,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.5,40% Eps-Greedy / 60% Random,80/20,1.0,6.022927119972938,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
8000,0.5,40% Eps-Greedy / 60% Random,80/20,1.0,4.642907516549183,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
12000,0.5,40% Eps-Greedy / 60% Random,80/20,1.0,4.971981908384994,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
16000,0.5,40% Eps-Greedy / 60% Random,80/20,1.0,5.331186902849393,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.5,40% Eps-Greedy / 60% Random,80/20,1.0,5.313640047566228,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.7,40% Eps-Greedy / 60% Random,80/20,1.0,73.60349751052897,0,-1.6376719208410009,3.030221964637473,1.395057724480295
8000,0.7,40% Eps-Greedy / 60% Random,80/20,1.0,10.51903533918649,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
12000,0.7,40% Eps-Greedy / 60% Random,80/20,1.0,16.17372131376157,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
16000,0.7,40% Eps-Greedy / 60% Random,80/20,1.0,13.319805918890417,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.7,40% Eps-Greedy / 60% Random,80/20,1.0,14.014368629503766,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.9,40% Eps-Greedy / 60% Random,80/20,1.0,76.17995119051709,0,-0.10000000000000002,2.2423233442720845,2.1448310249559066
8000,0.9,40% Eps-Greedy / 60% Random,80/20,1.0,24.992810322790337,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
12000,0.9,40% Eps-Greedy / 60% Random,80/20,1.0,34.55306077817254,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
16000,0.9,40% Eps-Greedy / 60% Random,80/20,1.0,74.61778473088256,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.9,40% Eps-Greedy / 60% Random,80/20,1.0,43.63341937216666,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.1,20% Eps-Greedy / 80% Random,80/20,1.0,7.3319122911818475,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
8000,0.1,20% Eps-Greedy / 80% Random,80/20,1.0,5.215712239278968,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
12000,0.1,20% Eps-Greedy / 80% Random,80/20,1.0,5.383911465816478,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
16000,0.1,20% Eps-Greedy / 80% Random,80/20,1.0,4.53675712004478,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.1,20% Eps-Greedy / 80% Random,80/20,1.0,4.8191447034732775,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.3,20% Eps-Greedy / 80% Random,80/20,1.0,5.993534531669965,0,-0.1,2.2423233442720845,2.1448310249559066
8000,0.3,20% Eps-Greedy / 80% Random,80/20,1.0,4.789218166829727,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
12000,0.3,20% Eps-Greedy / 80% Random,80/20,1.0,5.358574334363454,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
16000,0.3,20% Eps-Greedy / 80% Random,80/20,1.0,5.284522341849388,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.3,20% Eps-Greedy / 80% Random,80/20,1.0,6.340600540483886,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.5,20% Eps-Greedy / 80% Random,80/20,1.0,5.987882321399453,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
8000,0.5,20% Eps-Greedy / 80% Random,80/20,1.0,10.035215757705776,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
12000,0.5,20% Eps-Greedy / 80% Random,80/20,1.0,11.285740964070971,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
16000,0.5,20% Eps-Greedy / 80% Random,80/20,1.0,11.610246954476168,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.5,20% Eps-Greedy / 80% Random,80/20,1.0,9.079989963700584,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.7,20% Eps-Greedy / 80% Random,80/20,1.0,16.19574856161417,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
8000,0.7,20% Eps-Greedy / 80% Random,80/20,1.0,33.98812005186258,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
